Step	Type	Velocity
05000	0	2.481236
05000	0	3.479157
05000	0	1.484790
05000	0	3.339134
05000	0	2.711464
05000	0	4.048131
05000	0	2.280258
05000	0	1.749980
05000	0	3.015026
05000	0	1.542994
05000	0	2.095971
05000	0	4.281152
05000	0	1.114776
05000	0	1.467102
05000	0	3.004237
05000	0	3.505932
05000	0	2.284601
05000	0	1.699817
05000	0	3.052801
05000	0	3.518530
05000	0	2.041908
05000	0	1.448004
05000	0	2.508092
05000	0	1.425119
05000	0	1.619738
05000	0	2.796429
05000	0	2.437551
05000	0	1.778581
05000	0	2.825522
05000	0	3.364971
05000	0	4.019041
05000	0	1.637202
05000	0	3.621238
05000	0	2.078955
05000	0	0.706232
05000	0	2.375675
05000	0	3.798274
05000	0	4.095487
05000	0	3.190261
05000	0	1.849728
05000	0	1.815926
05000	0	0.906029
05000	0	2.731474
05000	0	1.429214
05000	0	1.479649
05000	0	3.980491
05000	0	1.602512
05000	0	1.528678
05000	0	1.328667
05000	0	0.272429
05000	0	1.085581
05000	0	2.024255
05000	0	1.867774
05000	0	1.665317
05000	0	2.274331
05000	0	1.824168
05000	0	1.655903
05000	0	3.811152
05000	0	1.787072
05000	0	3.526704
05000	0	2.380167
05000	0	2.349598
05000	0	0.844394
05000	0	1.342020
05000	0	2.951512
05000	0	0.788457
05000	0	1.846690
05000	0	2.819766
05000	0	1.401124
05000	0	3.184707
05000	0	2.867091
05000	0	4.233934
05000	0	4.831518
05000	0	2.582352
05000	0	1.427927
05000	0	1.554416
05000	0	0.618674
05000	0	0.449500
05000	0	3.220502
05000	0	1.349647
05000	0	4.284183
05000	0	2.645491
05000	0	3.602182
05000	0	3.737345
05000	0	2.339829
05000	0	3.707166
05000	0	1.366969
05000	0	4.024970
05000	0	2.595165
05000	0	1.422403
05000	0	3.468061
05000	0	1.258229
05000	0	2.875887
05000	0	2.907516
05000	0	1.400282
05000	0	2.520572
05000	0	1.752294
05000	0	1.199527
05000	0	1.885536
05000	0	4.283149
05000	0	2.579607
05000	0	1.466008
05000	0	3.357106
05000	0	3.100775
05000	0	2.471581
05000	0	4.131656
05000	0	1.700876
05000	0	1.763673
05000	0	2.903938
05000	0	2.243129
05000	0	0.868877
05000	0	1.779974
05000	0	1.412636
05000	0	3.400567
05000	0	1.968898
05000	0	1.349164
05000	0	2.318242
05000	0	0.939066
05000	0	6.177631
05000	0	2.838478
05000	0	1.598219
05000	0	1.502462
05000	0	4.372154
05000	0	2.117613
05000	0	0.850936
05000	0	1.362140
05000	0	1.579477
05000	0	3.246958
05000	0	2.124808
05000	0	1.626322
05000	0	1.787672
05000	0	2.127087
05000	0	1.742204
05000	0	1.623903
05000	0	4.168350
05000	0	1.292123
05000	0	2.312369
05000	0	1.695420
05000	0	4.541843
05000	0	2.646480
05000	0	2.458849
05000	0	2.648589
05000	0	0.977569
05000	0	1.468589
05000	0	1.526327
05000	0	0.482640
05000	0	2.225518
05000	0	4.314035
05000	0	3.623096
05000	0	1.655358
05000	0	1.908759
05000	0	2.035090
05000	0	1.948787
05000	0	1.066347
05000	0	1.528240
05000	0	1.672794
05000	0	0.561306
05000	0	2.679704
05000	0	1.999903
05000	0	4.310444
05000	0	1.946913
05000	0	1.242006
05000	0	3.774799
05000	0	1.601642
05000	0	2.879304
05000	0	0.634198
05000	0	2.446425
05000	0	4.283552
05000	0	1.749806
05000	0	1.591106
05000	0	2.806957
05000	0	1.949173
05000	0	1.061786
05000	0	0.869491
05000	0	3.933553
05000	0	1.594921
05000	0	1.744067
05000	0	1.460417
05000	0	0.509958
05000	0	1.419244
05000	0	2.065025
05000	0	2.088793
05000	0	3.543556
05000	0	1.468584
05000	0	2.142042
05000	0	1.010301
05000	0	0.628856
05000	0	1.560478
05000	0	3.492896
05000	0	3.004094
05000	0	2.111787
05000	0	2.155446
05000	0	3.315086
05000	0	3.268456
05000	0	2.211436
05000	0	1.287086
05000	0	4.011340
05000	0	2.902735
05000	0	3.828933
05000	0	3.329898
05000	0	1.688534
05000	0	1.480423
05000	0	1.746160
05000	0	1.640999
05000	0	1.203994
05000	0	3.788849
05000	0	0.840232
05000	0	2.543740
05000	0	2.979517
05000	0	3.223620
05000	0	2.698025
05000	0	3.494630
05000	0	1.290913
05000	0	2.590708
05000	0	3.766594
05000	0	0.760902
05000	0	2.771905
05000	0	4.489499
05000	0	1.997448
05000	0	1.970258
05000	0	3.040610
05000	0	3.731829
05000	0	1.052483
05000	0	1.623835
05000	0	3.402157
05000	0	3.338550
05000	0	0.945971
05000	0	2.771223
05000	0	1.582780
05000	0	1.553364
05000	0	1.120221
05000	0	2.025535
05000	0	2.079064
05000	0	3.336655
05000	0	2.224711
05000	0	1.946709
05000	0	3.067020
05000	0	3.154689
05000	0	1.423246
05000	0	1.590343
05000	0	3.072722
05000	0	4.429381
05000	0	1.641350
05000	0	1.328486
05000	0	2.757863
05000	0	1.608754
05000	0	2.048208
05000	0	1.488277
05000	0	1.287248
05000	0	3.457591
05000	0	0.817576
05000	0	2.696879
05000	0	2.854581
05000	0	3.702596
05000	0	1.524547
05000	0	1.671465
05000	0	2.306966
05000	0	2.544300
05000	0	1.950315
05000	0	2.188724
05000	0	1.427126
05000	0	1.666555
05000	0	2.742614
05000	0	1.008000
05000	0	3.949507
05000	0	1.952511
05000	0	3.373127
05000	0	1.151076
05000	0	2.593875
05000	0	4.480814
05000	0	2.925275
05000	0	1.068665
05000	0	2.921409
05000	0	1.612830
05000	0	0.889415
05000	0	3.864419
05000	0	2.404458
05000	0	3.189746
05000	0	1.516266
05000	0	1.812841
05000	0	2.915240
05000	0	2.708231
05000	0	2.332720
05000	0	1.182402
05000	0	2.133632
05000	0	2.787900
05000	0	1.833788
05000	0	0.837611
05000	0	1.733755
05000	0	3.080152
05000	0	3.134222
05000	0	2.552761
05000	0	1.943186
05000	0	3.671727
05000	0	2.643826
05000	0	3.446995
05000	0	2.050497
05000	0	3.126610
05000	0	2.952862
05000	0	3.115870
05000	0	0.829430
05000	0	1.240062
05000	0	2.558827
05000	0	1.322746
05000	0	2.446468
05000	0	1.096286
05000	0	1.288688
05000	0	1.578648
05000	0	0.839526
05000	0	2.249178
05000	0	1.557429
05000	0	2.288449
05000	0	1.912159
05000	0	2.328718
05000	0	3.038085
05000	0	4.124060
05000	0	2.911671
05000	0	1.626765
05000	0	1.110374
05000	0	1.708194
05000	0	0.757507
05000	0	2.277334
05000	0	1.172614
05000	0	5.314223
05000	0	3.408339
05000	0	2.361375
05000	0	2.697861
05000	0	3.125418
05000	0	1.482468
05000	0	1.963532
05000	0	2.037625
05000	0	1.695056
05000	0	0.417478
05000	0	4.455080
05000	0	2.339757
05000	0	3.667642
05000	0	1.995913
05000	0	4.456487
05000	0	2.284542
05000	0	2.099027
05000	0	4.571011
05000	0	3.182187
05000	0	0.765435
05000	0	1.242895
05000	0	1.320612
05000	0	3.793342
05000	0	1.549156
05000	0	3.752455
05000	0	3.335856
05000	0	2.704971
05000	0	3.118247
05000	0	3.755673
05000	0	4.063058
05000	0	2.440740
05000	0	1.702033
05000	0	2.007899
05000	0	4.839791
05000	0	1.957784
05000	0	2.904483
05000	0	3.366237
05000	0	3.405655
05000	0	3.052843
05000	0	2.012912
05000	0	1.900623
05000	0	0.852839
05000	0	2.053829
05000	0	4.967787
05000	0	3.801756
05000	0	0.982083
05000	0	3.185439
05000	0	2.932872
05000	0	5.630729
05000	0	3.158660
05000	0	1.935826
05000	0	2.496208
05000	0	1.509026
05000	0	1.826984
05000	0	2.255027
05000	0	3.940226
05000	0	5.527708
05000	0	3.667564
05000	0	1.564118
05000	0	2.372608
05000	0	2.361055
05000	0	3.753200
05000	0	1.624542
05000	0	2.421193
05000	0	1.695366
05000	0	3.057364
05000	0	2.654306
05000	0	3.223949
05000	0	1.352574
05000	0	2.534278
05000	0	2.926594
05000	0	1.532546
05000	0	2.060697
05000	0	2.884445
05000	0	3.776955
05000	0	2.375966
05000	0	1.874603
05000	0	2.647089
05000	0	2.527880
05000	0	5.852805
05000	0	2.558513
05000	0	1.768986
05000	0	4.605608
05000	0	3.069637
05000	0	2.193940
05000	0	1.439161
05000	0	3.751824
05000	0	1.767427
05000	0	2.817801
05000	0	1.916213
05000	0	2.963471
05000	0	2.703243
05000	0	3.212880
05000	0	4.678550
05000	0	4.405447
05000	0	2.492493
05000	0	1.292157
05000	0	0.911344
05000	0	2.315990
05000	0	3.985842
05000	0	6.092094
05000	0	2.661279
05000	0	4.528554
05000	0	1.031743
05000	0	1.388130
05000	0	2.044166
05000	0	2.376804
05000	0	2.748217
05000	0	1.180601
05000	0	2.430940
05000	0	2.030722
05000	0	4.499947
05000	0	3.693342
05000	0	2.872723
05000	0	2.841469
05000	0	1.647807
05000	0	2.674944
05000	0	2.329029
05000	0	1.574761
05000	0	1.997906
05000	0	3.377334
05000	0	2.516213
05000	0	1.838640
05000	0	1.859729
05000	0	1.684968
05000	0	2.798085
05000	0	2.118595
05000	0	2.132799
05000	0	0.860884
05000	0	3.427945
05000	0	3.145424
05000	0	1.457294
05000	0	1.953873
05000	0	1.313289
05000	0	2.825679
05000	0	0.728364
05000	0	3.103530
05000	0	2.694277
05000	0	3.293499
05000	0	2.668749
05000	0	1.232665
05000	0	2.978317
05000	0	1.327400
05000	0	1.535281
05000	0	1.173821
05000	0	4.290900
05000	0	1.889158
05000	0	1.537785
05000	0	1.630515
05000	0	2.272021
05000	0	2.430823
05000	0	3.466943
05000	0	0.890619
05000	0	2.809122
05000	0	2.828875
05000	0	2.172508
05000	0	1.858007
05000	0	2.297997
05000	0	3.231025
05000	0	1.266257
05000	0	3.356516
05000	0	2.188254
05000	0	1.853416
05000	0	1.462647
05000	0	2.431634
05000	0	1.528171
05000	0	1.478058
05000	0	2.249394
05000	0	1.054765
05000	0	3.918309
05000	0	3.694788
05000	0	3.425569
05000	0	1.661926
05000	0	3.217598
05000	0	2.372626
05000	0	2.673653
05000	0	1.868477
05000	0	4.440939
05000	0	1.396041
05000	0	1.305336
05000	0	3.010880
05000	0	3.949396
05000	0	4.069317
05000	0	1.741570
05000	0	3.056721
05000	0	2.539828
05000	0	1.616961
05000	0	0.982503
05000	0	0.487947
05000	0	1.271197
05000	0	4.502114
05000	0	2.602257
05000	0	1.410383
05000	0	3.129528
05000	0	2.174089
05000	0	2.852316
05000	0	1.594760
05000	0	2.009196
05000	0	3.306652
05000	0	2.477616
05000	0	2.011493
05000	0	0.705483
05000	0	3.490233
05000	0	3.007709
05000	0	4.502277
05000	0	2.905903
05000	0	2.257336
05000	0	3.670051
05000	0	4.504411
05000	0	2.588097
05000	0	2.642412
05000	0	1.857016
05000	0	3.395997
05000	0	2.295557
05000	0	1.489977
05000	0	1.906029
05000	0	3.909073
05000	0	3.466439
05000	0	1.871732
05000	0	3.110017
05000	0	3.050709
05000	0	1.450471
05000	0	1.655666
05000	0	2.852591
05000	0	1.560139
05000	0	1.130573
05000	0	3.447594
05000	0	1.828910
05000	0	1.012203
05000	0	1.750675
05000	0	0.973260
05000	0	1.543093
05000	0	1.696401
05000	0	1.938449
05000	0	2.111876
05000	0	4.587791
05000	0	2.682155
05000	0	1.596890
05000	0	4.377651
05000	0	2.129300
05000	0	2.801632
05000	0	2.672991
05000	0	2.372600
05000	0	3.443304
05000	0	2.471336
05000	0	1.910877
05000	0	1.231294
05000	0	3.395758
05000	0	2.261975
05000	0	2.402546
05000	0	4.329577
05000	0	2.911661
05000	0	2.035181
05000	0	1.646861
05000	0	5.439464
05000	0	3.727944
05000	0	2.214663
05000	0	2.176780
05000	0	1.657317
05000	0	0.797296
05000	0	3.417078
05000	0	2.914401
05000	0	1.720026
05000	0	2.202007
05000	0	1.780301
05000	0	1.201813
05000	0	0.799894
05000	0	2.315506
05000	0	2.303161
05000	0	1.465906
05000	0	1.543892
05000	0	1.682574
05000	0	1.893723
05000	0	1.790932
05000	0	0.619919
05000	0	2.226686
05000	0	3.528431
05000	0	4.443158
05000	0	2.770120
05000	0	2.673034
05000	0	1.282573
05000	0	3.575240
05000	0	1.992256
05000	0	1.324846
05000	0	2.589575
05000	0	0.997870
05000	0	0.579761
05000	0	2.053861
05000	0	1.650718
05000	0	1.359518
05000	0	0.941092
05000	0	2.708088
05000	0	2.247439
05000	0	3.291164
05000	0	2.816924
05000	0	1.493322
05000	0	2.659452
05000	0	2.448110
05000	0	1.770168
05000	0	3.275008
05000	0	1.074563
05000	0	2.835318
05000	0	1.675269
05000	0	1.837170
05000	0	0.666629
05000	0	1.120382
05000	0	1.899698
05000	0	1.668834
05000	0	2.026945
05000	0	2.800464
05000	0	2.603062
05000	0	2.871354
05000	0	2.265132
05000	0	2.789178
05000	0	2.266786
05000	0	1.699399
05000	0	0.965915
05000	0	1.975940
05000	0	2.755543
05000	0	1.266499
05000	0	1.807894
05000	0	3.619669
05000	0	3.102353
05000	0	2.116914
05000	0	1.822252
05000	0	1.708270
05000	0	2.918470
05000	0	3.316284
05000	0	2.223647
05000	0	2.030119
05000	0	5.053387
05000	0	2.033074
05000	0	3.513895
05000	0	3.103160
05000	0	2.083501
05000	0	0.655432
05000	0	4.132289
05000	0	4.399957
05000	0	1.889792
05000	0	0.635294
05000	0	1.192868
05000	0	3.722289
05000	0	1.560420
05000	0	3.218536
05000	0	1.693157
05000	0	1.396323
05000	0	2.301026
05000	0	3.692555
05000	0	2.513151
05000	0	3.464323
05000	0	0.684778
05000	0	1.848005
05000	0	0.965827
05000	0	1.663836
05000	0	2.058049
05000	0	1.604455
05000	0	0.912266
05000	0	2.115954
05000	0	2.986203
05000	0	1.239495
05000	0	1.182698
05000	0	3.176429
05000	0	2.058962
05000	0	2.248559
05000	0	3.689543
05000	0	1.853163
05000	0	1.829229
05000	0	0.793202
05000	0	2.299877
05000	0	3.400383
05000	0	2.186512
05000	0	1.475923
05000	0	1.414719
05000	0	4.014519
05000	0	3.627323
05000	0	1.389555
05000	0	1.938848
05000	0	1.942878
05000	0	0.759443
05000	0	4.219503
05000	0	2.532832
05000	0	1.556947
05000	0	2.334383
05000	0	1.271506
05000	0	1.179897
05000	0	2.694255
05000	0	1.515135
05000	0	2.628386
05000	0	1.825475
05000	0	2.914156
05000	0	1.784313
05000	0	1.762181
05000	0	0.479672
05000	0	2.082698
05000	0	2.954676
05000	0	2.887782
05000	0	3.713322
05000	0	2.861335
05000	0	2.666508
05000	0	1.362183
05000	0	1.880122
05000	0	2.607139
05000	0	1.072246
05000	0	2.575128
05000	0	3.107753
05000	0	2.481814
05000	0	1.207163
05000	0	3.987067
05000	0	2.531872
05000	0	1.766910
05000	0	2.588023
05000	0	2.152464
05000	0	1.787807
05000	0	4.046399
05000	0	2.960349
05000	0	0.760566
05000	0	2.365987
05000	0	1.145207
05000	0	1.243473
05000	0	1.865762
05000	0	1.474590
05000	0	2.765115
05000	0	2.760471
05000	0	1.402795
05000	0	1.666988
05000	0	2.759058
05000	0	3.487031
05000	0	0.681267
05000	0	2.140182
05000	0	1.343880
05000	0	1.226260
05000	0	1.799004
05000	0	4.836078
05000	0	2.334836
05000	0	2.230531
05000	0	1.745071
05000	0	2.561299
05000	0	0.652867
05000	0	1.890373
05000	0	1.924226
05000	0	1.754113
05000	0	2.038434
05000	0	3.826539
05000	0	4.154045
05000	0	1.866073
05000	0	3.608519
05000	0	2.665724
05000	0	1.900746
05000	0	3.180246
05000	0	2.355155
05000	0	1.179721
05000	0	0.866639
05000	0	1.358039
05000	0	2.130951
05000	0	1.770626
05000	0	2.369781
05000	0	1.731862
05000	0	1.725700
05000	0	1.497661
05000	0	1.837190
05000	0	0.960389
05000	0	0.872676
05000	0	2.101478
05000	0	1.949097
05000	0	1.229297
05000	0	2.696056
05000	0	1.438381
05000	0	3.599568
05000	0	2.956418
05000	0	3.044762
05000	0	2.142031
05000	0	2.132491
05000	0	3.138554
05000	0	1.283176
05000	0	1.861408
05000	0	2.109865
05000	0	1.384379
05000	0	2.073108
05000	0	1.837153
05000	0	1.609453
05000	0	2.237611
05000	0	4.241020
05000	0	4.617283
05000	0	3.415399
05000	0	1.742131
05000	0	2.840899
05000	0	0.730076
05000	0	3.294944
05000	0	2.254236
05000	0	3.996412
05000	0	2.875638
05000	0	1.548306
05000	0	2.641257
05000	0	5.588476
05000	0	4.208043
05000	0	0.640096
05000	0	2.060794
05000	0	3.753342
05000	0	2.755882
05000	0	4.879661
05000	0	3.525774
05000	0	1.517999
05000	0	2.529348
05000	0	1.136777
05000	0	0.988270
05000	0	2.200684
05000	0	3.944193
05000	0	2.685293
05000	0	1.816483
05000	0	1.301373
05000	0	2.295623
05000	0	1.778734
05000	0	1.528436
05000	0	1.090953
05000	0	2.093942
05000	0	1.343203
05000	0	2.237705
05000	0	2.371688
05000	0	2.006004
05000	0	2.510619
05000	0	0.821288
05000	0	2.284740
05000	0	2.617681
05000	0	3.564667
05000	0	1.420536
05000	0	3.840474
05000	0	2.985550
05000	0	1.278064
05000	0	2.100056
05000	0	1.920900
05000	0	2.839458
05000	0	5.047123
05000	0	1.690310
05000	0	2.742931
05000	0	3.846900
05000	0	2.118974
05000	0	1.533842
05000	0	4.677183
05000	0	1.516210
05000	0	1.601816
05000	0	2.025118
05000	0	3.270400
05000	0	1.266333
05000	0	2.494691
05000	0	2.113991
05000	0	1.347874
05000	0	3.829798
05000	0	1.919851
05000	0	2.460407
05000	0	0.587743
05000	0	2.893533
05000	0	2.859480
05000	0	1.737143
05000	0	1.484683
05000	0	1.692992
05000	0	1.870714
05000	0	2.008449
05000	0	2.852041
05000	0	2.556307
05000	0	2.642353
05000	0	5.664491
05000	0	1.861842
05000	0	1.674306
05000	0	1.703585
05000	0	0.839075
05000	0	1.510937
05000	0	2.433888
05000	0	2.332620
05000	0	1.690006
05000	0	3.600760
05000	0	1.188974
05000	0	2.461990
05000	0	2.653994
05000	0	2.300783
05000	0	1.796193
05000	0	3.395760
05000	0	0.714061
05000	0	2.202553
05000	0	3.484438
05000	0	1.123613
05000	0	2.076404
05000	0	0.559428
05000	0	4.358914
05000	0	2.723300
05000	0	1.695912
05000	0	1.934684
05000	0	1.312138
05000	0	2.132817
05000	0	3.382808
05000	0	1.954472
05000	0	2.962525
05000	0	2.737099
05000	0	1.826702
05000	0	2.514196
05000	0	3.380600
05000	0	3.130035
05000	0	1.588454
05000	0	2.000290
05000	0	2.228701
05000	0	1.259355
05000	0	2.675979
05000	0	2.001205
05000	0	4.918067
05000	0	2.418527
05000	0	1.595407
05000	0	2.712800
05000	0	3.460198
05000	0	2.199815
05000	0	1.571443
05000	0	1.889050
05000	0	2.264644
05000	0	1.435290
05000	0	2.848510
05000	0	3.695054
05000	0	2.684169
05000	0	2.130323
05000	0	1.156912
05000	0	1.506438
05000	0	0.633977
05000	0	0.697704
05000	0	0.726324
05000	0	1.482669
05000	0	0.557074
05000	0	0.956823
05000	0	2.473284
05000	0	2.744606
05000	0	2.221239
05000	0	3.487575
05000	0	1.339558
05000	0	0.833726
05000	0	1.555902
05000	0	2.178087
05000	0	0.892846
05000	0	3.461909
05000	0	0.573524
05000	0	1.208011
05000	0	3.707752
05000	0	1.026041
05000	0	3.765422
05000	0	1.312648
05000	0	2.034011
05000	0	0.824840
05000	0	0.720039
05000	0	2.610415
05000	0	2.102884
05000	0	2.237700
05000	0	0.794209
05000	0	1.460428
05000	0	1.973896
05000	0	2.364727
05000	0	3.130379
05000	0	1.239172
05000	0	1.490220
05000	0	0.212807
05000	0	1.195538
05000	0	2.329991
05000	0	2.334444
05000	0	3.216735
05000	0	2.126463
05000	0	0.566055
05000	0	1.945996
05000	0	2.744718
05000	0	2.420359
05000	0	2.383394
05000	0	0.623223
05000	0	1.300063
05000	0	1.036629
05000	0	1.776877
05000	0	2.042870
05000	0	1.504768
05000	0	2.591728
05000	0	1.459605
05000	0	4.893339
05000	0	0.803176
05000	0	1.615311
05000	0	0.705236
05000	0	1.657233
05000	0	0.929631
05000	0	3.104193
05000	0	2.923625
05000	0	2.788337
05000	0	1.844001
05000	0	2.449052
05000	0	0.714176
05000	0	1.568591
05000	0	2.463444
05000	0	1.841156
05000	0	1.120980
05000	0	0.892366
05000	0	1.715740
05000	0	1.978289
05000	0	1.198014
05000	0	2.069783
05000	0	1.334978
05000	0	0.449001
05000	0	1.932291
05000	0	1.219698
05000	0	2.676772
05000	0	1.785348
05000	0	2.879052
05000	0	1.707649
05000	0	1.781690
05000	0	1.635680
05000	0	1.448548
05000	0	1.721138
