Step	Time	Epot	Ekin	Etot	T
5236	0.005236	12.092943	991.937633	1004.030576	1.098411
5237	0.005237	12.100813	991.948469	1004.049282	1.098423
5238	0.005238	12.108687	991.959303	1004.067990	1.098435
5239	0.005239	12.116563	991.970136	1004.086699	1.098447
5240	0.005240	12.124443	991.980967	1004.105410	1.098459
5241	0.005241	12.132326	991.991797	1004.124122	1.098471
5242	0.005242	12.140212	992.002625	1004.142837	1.098483
5243	0.005243	12.148101	992.013451	1004.161553	1.098495
5244	0.005244	12.155994	992.024277	1004.180271	1.098507
5245	0.005245	12.163890	992.035100	1004.198990	1.098519
5246	0.005246	12.171789	992.045922	1004.217711	1.098531
5247	0.005247	12.179691	992.056743	1004.236434	1.098543
5248	0.005248	12.187597	992.067562	1004.255159	1.098555
5249	0.005249	12.195506	992.078380	1004.273886	1.098567
5250	0.005250	12.203418	992.089196	1004.292614	1.098579
5251	0.005251	12.211333	992.100011	1004.311343	1.098591
5252	0.005252	12.219251	992.110824	1004.330075	1.098603
5253	0.005253	12.227173	992.121636	1004.348808	1.098615
5254	0.005254	12.235098	992.132446	1004.367543	1.098627
5255	0.005255	12.243026	992.143254	1004.386280	1.098639
5256	0.005256	12.250957	992.154061	1004.405018	1.098651
5257	0.005257	12.258892	992.164867	1004.423758	1.098663
5258	0.005258	12.266829	992.175671	1004.442500	1.098675
5259	0.005259	12.274770	992.186474	1004.461244	1.098687
5260	0.005260	12.282714	992.197275	1004.479989	1.098699
5261	0.005261	12.290662	992.208074	1004.498736	1.098711
5262	0.005262	12.298612	992.218872	1004.517485	1.098723
5263	0.005263	12.306566	992.229669	1004.536235	1.098735
5264	0.005264	12.314523	992.240463	1004.554987	1.098747
5265	0.005265	12.322484	992.251257	1004.573741	1.098759
5266	0.005266	12.330447	992.262049	1004.592496	1.098771
5267	0.005267	12.338414	992.272839	1004.611253	1.098783
5268	0.005268	12.346384	992.283628	1004.630012	1.098794
5269	0.005269	12.354357	992.294415	1004.648773	1.098806
5270	0.005270	12.362334	992.305201	1004.667535	1.098818
5271	0.005271	12.370313	992.315986	1004.686299	1.098830
5272	0.005272	12.378296	992.326768	1004.705065	1.098842
5273	0.005273	12.386282	992.337549	1004.723832	1.098854
5274	0.005274	12.394272	992.348329	1004.742601	1.098866
5275	0.005275	12.402264	992.359107	1004.761372	1.098878
5276	0.005276	12.410260	992.369884	1004.780144	1.098890
5277	0.005277	12.418259	992.380659	1004.798918	1.098902
5278	0.005278	12.426261	992.391433	1004.817694	1.098914
5279	0.005279	12.434267	992.402205	1004.836472	1.098926
5280	0.005280	12.442276	992.412975	1004.855251	1.098938
5281	0.005281	12.450288	992.423744	1004.874032	1.098950
5282	0.005282	12.458303	992.434512	1004.892814	1.098962
5283	0.005283	12.466321	992.445277	1004.911599	1.098973
5284	0.005284	12.474343	992.456042	1004.930385	1.098985
5285	0.005285	12.482368	992.466805	1004.949172	1.098997
5286	0.005286	12.490396	992.477566	1004.967962	1.099009
5287	0.005287	12.498427	992.488326	1004.986753	1.099021
5288	0.005288	12.506462	992.499084	1005.005545	1.099033
5289	0.005289	12.514499	992.509840	1005.024340	1.099045
5290	0.005290	12.522540	992.520595	1005.043136	1.099057
5291	0.005291	12.530585	992.531349	1005.061934	1.099069
5292	0.005292	12.538632	992.542101	1005.080733	1.099081
5293	0.005293	12.546683	992.552851	1005.099534	1.099093
5294	0.005294	12.554737	992.563600	1005.118337	1.099105
5295	0.005295	12.562794	992.574348	1005.137141	1.099116
5296	0.005296	12.570854	992.585093	1005.155948	1.099128
5297	0.005297	12.578918	992.595838	1005.174756	1.099140
5298	0.005298	12.586985	992.606580	1005.193565	1.099152
5299	0.005299	12.595055	992.617321	1005.212376	1.099164
5300	0.005300	12.603128	992.628061	1005.231189	1.099176
5301	0.005301	12.611205	992.638799	1005.250004	1.099188
5302	0.005302	12.619284	992.649536	1005.268820	1.099200
5303	0.005303	12.627367	992.660270	1005.287638	1.099212
5304	0.005304	12.635454	992.671004	1005.306458	1.099223
5305	0.005305	12.643543	992.681736	1005.325279	1.099235
5306	0.005306	12.651636	992.692466	1005.344102	1.099247
5307	0.005307	12.659732	992.703195	1005.362926	1.099259
5308	0.005308	12.667831	992.713922	1005.381753	1.099271
5309	0.005309	12.675933	992.724647	1005.400581	1.099283
5310	0.005310	12.684039	992.735371	1005.419410	1.099295
5311	0.005311	12.692148	992.746094	1005.438242	1.099307
5312	0.005312	12.700260	992.756814	1005.457074	1.099318
5313	0.005313	12.708375	992.767534	1005.475909	1.099330
5314	0.005314	12.716494	992.778251	1005.494745	1.099342
5315	0.005315	12.724616	992.788968	1005.513583	1.099354
5316	0.005316	12.732741	992.799682	1005.532423	1.099366
5317	0.005317	12.740869	992.810395	1005.551264	1.099378
5318	0.005318	12.749001	992.821107	1005.570107	1.099390
5319	0.005319	12.757135	992.831817	1005.588952	1.099402
5320	0.005320	12.765273	992.842525	1005.607798	1.099413
5321	0.005321	12.773415	992.853232	1005.626646	1.099425
5322	0.005322	12.781559	992.863937	1005.645496	1.099437
5323	0.005323	12.789707	992.874640	1005.664347	1.099449
5324	0.005324	12.797858	992.885342	1005.683200	1.099461
5325	0.005325	12.806012	992.896043	1005.702055	1.099473
5326	0.005326	12.814169	992.906742	1005.720911	1.099485
5327	0.005327	12.822330	992.917439	1005.739769	1.099496
5328	0.005328	12.830494	992.928135	1005.758628	1.099508
5329	0.005329	12.838661	992.938829	1005.777489	1.099520
5330	0.005330	12.846831	992.949521	1005.796352	1.099532
5331	0.005331	12.855005	992.960212	1005.815217	1.099544
5332	0.005332	12.863182	992.970902	1005.834083	1.099556
5333	0.005333	12.871362	992.981589	1005.852951	1.099567
5334	0.005334	12.879545	992.992275	1005.871820	1.099579
5335	0.005335	12.887731	993.002960	1005.890691	1.099591
5336	0.005336	12.895921	993.013643	1005.909564	1.099603
5337	0.005337	12.904114	993.024325	1005.928439	1.099615
5338	0.005338	12.912310	993.035004	1005.947315	1.099627
5339	0.005339	12.920510	993.045683	1005.966193	1.099638
5340	0.005340	12.928713	993.056359	1005.985072	1.099650
5341	0.005341	12.936919	993.067034	1006.003953	1.099662
5342	0.005342	12.945128	993.077708	1006.022836	1.099674
5343	0.005343	12.953340	993.088380	1006.041720	1.099686
5344	0.005344	12.961556	993.099050	1006.060606	1.099697
5345	0.005345	12.969775	993.109719	1006.079493	1.099709
5346	0.005346	12.977997	993.120386	1006.098383	1.099721
5347	0.005347	12.986222	993.131051	1006.117274	1.099733
5348	0.005348	12.994451	993.141715	1006.136166	1.099745
5349	0.005349	13.002683	993.152377	1006.155060	1.099757
5350	0.005350	13.010918	993.163038	1006.173956	1.099768
5351	0.005351	13.019156	993.173697	1006.192854	1.099780
5352	0.005352	13.027398	993.184355	1006.211753	1.099792
5353	0.005353	13.035643	993.195011	1006.230653	1.099804
5354	0.005354	13.043891	993.205665	1006.249556	1.099816
5355	0.005355	13.052142	993.216318	1006.268460	1.099827
5356	0.005356	13.060397	993.226969	1006.287365	1.099839
5357	0.005357	13.068655	993.237618	1006.306273	1.099851
5358	0.005358	13.076916	993.248266	1006.325182	1.099863
5359	0.005359	13.085180	993.258912	1006.344092	1.099875
5360	0.005360	13.093447	993.269557	1006.363004	1.099886
5361	0.005361	13.101718	993.280200	1006.381918	1.099898
5362	0.005362	13.109992	993.290841	1006.400834	1.099910
5363	0.005363	13.118269	993.301481	1006.419751	1.099922
5364	0.005364	13.126550	993.312119	1006.438669	1.099933
5365	0.005365	13.134834	993.322756	1006.457590	1.099945
5366	0.005366	13.143121	993.333391	1006.476512	1.099957
5367	0.005367	13.151411	993.344024	1006.495435	1.099969
5368	0.005368	13.159704	993.354656	1006.514360	1.099981
5369	0.005369	13.168001	993.365286	1006.533287	1.099992
5370	0.005370	13.176301	993.375915	1006.552216	1.100004
5371	0.005371	13.184604	993.386542	1006.571146	1.100016
5372	0.005372	13.192911	993.397167	1006.590078	1.100028
5373	0.005373	13.201220	993.407791	1006.609011	1.100039
5374	0.005374	13.209533	993.418413	1006.627946	1.100051
5375	0.005375	13.217849	993.429033	1006.646882	1.100063
5376	0.005376	13.226169	993.439652	1006.665821	1.100075
5377	0.005377	13.234491	993.450269	1006.684760	1.100086
5378	0.005378	13.242817	993.460885	1006.703702	1.100098
5379	0.005379	13.251146	993.471499	1006.722645	1.100110
5380	0.005380	13.259479	993.482111	1006.741590	1.100122
5381	0.005381	13.267814	993.492721	1006.760536	1.100133
5382	0.005382	13.276153	993.503330	1006.779484	1.100145
5383	0.005383	13.284495	993.513938	1006.798433	1.100157
5384	0.005384	13.292841	993.524544	1006.817384	1.100169
5385	0.005385	13.301189	993.535148	1006.836337	1.100180
5386	0.005386	13.309541	993.545750	1006.855292	1.100192
5387	0.005387	13.317896	993.556351	1006.874247	1.100204
5388	0.005388	13.326255	993.566950	1006.893205	1.100216
5389	0.005389	13.334616	993.577548	1006.912164	1.100227
5390	0.005390	13.342981	993.588144	1006.931125	1.100239
5391	0.005391	13.351349	993.598738	1006.950088	1.100251
5392	0.005392	13.359720	993.609331	1006.969052	1.100263
5393	0.005393	13.368095	993.619922	1006.988017	1.100274
5394	0.005394	13.376473	993.630512	1007.006984	1.100286
5395	0.005395	13.384854	993.641099	1007.025953	1.100298
5396	0.005396	13.393238	993.651686	1007.044924	1.100310
5397	0.005397	13.401626	993.662270	1007.063896	1.100321
5398	0.005398	13.410017	993.672853	1007.082869	1.100333
5399	0.005399	13.418411	993.683434	1007.101845	1.100345
5400	0.005400	13.426808	993.694014	1007.120822	1.100356
5401	0.005401	13.435208	993.704592	1007.139800	1.100368
5402	0.005402	13.443612	993.715168	1007.158780	1.100380
5403	0.005403	13.452019	993.725743	1007.177762	1.100392
5404	0.005404	13.460430	993.736316	1007.196745	1.100403
5405	0.005405	13.468843	993.746887	1007.215730	1.100415
5406	0.005406	13.477260	993.757457	1007.234716	1.100427
5407	0.005407	13.485680	993.768025	1007.253705	1.100438
5408	0.005408	13.494103	993.778591	1007.272694	1.100450
5409	0.005409	13.502530	993.789156	1007.291685	1.100462
5410	0.005410	13.510959	993.799719	1007.310678	1.100473
5411	0.005411	13.519392	993.810280	1007.329673	1.100485
5412	0.005412	13.527829	993.820840	1007.348669	1.100497
5413	0.005413	13.536268	993.831398	1007.367666	1.100509
5414	0.005414	13.544711	993.841955	1007.386666	1.100520
5415	0.005415	13.553157	993.852510	1007.405667	1.100532
5416	0.005416	13.561606	993.863063	1007.424669	1.100544
5417	0.005417	13.570059	993.873614	1007.443673	1.100555
5418	0.005418	13.578515	993.884164	1007.462679	1.100567
5419	0.005419	13.586974	993.894712	1007.481686	1.100579
5420	0.005420	13.595436	993.905259	1007.500695	1.100590
5421	0.005421	13.603901	993.915804	1007.519705	1.100602
5422	0.005422	13.612370	993.926347	1007.538717	1.100614
5423	0.005423	13.620842	993.936888	1007.557730	1.100625
5424	0.005424	13.629317	993.947428	1007.576745	1.100637
5425	0.005425	13.637796	993.957966	1007.595762	1.100649
5426	0.005426	13.646278	993.968503	1007.614780	1.100660
5427	0.005427	13.654763	993.979038	1007.633800	1.100672
5428	0.005428	13.663251	993.989571	1007.652822	1.100684
5429	0.005429	13.671742	994.000103	1007.671845	1.100695
5430	0.005430	13.680237	994.010632	1007.690869	1.100707
5431	0.005431	13.688735	994.021161	1007.709896	1.100719
5432	0.005432	13.697236	994.031687	1007.728923	1.100730
5433	0.005433	13.705741	994.042212	1007.747953	1.100742
5434	0.005434	13.714249	994.052735	1007.766984	1.100754
5435	0.005435	13.722760	994.063257	1007.786016	1.100765
5436	0.005436	13.731274	994.073776	1007.805050	1.100777
5437	0.005437	13.739791	994.084295	1007.824086	1.100789
5438	0.005438	13.748312	994.094811	1007.843123	1.100800
5439	0.005439	13.756836	994.105326	1007.862162	1.100812
5440	0.005440	13.765363	994.115839	1007.881202	1.100824
5441	0.005441	13.773894	994.126350	1007.900244	1.100835
5442	0.005442	13.782428	994.136860	1007.919288	1.100847
5443	0.005443	13.790965	994.147368	1007.938333	1.100858
5444	0.005444	13.799505	994.157875	1007.957380	1.100870
5445	0.005445	13.808049	994.168379	1007.976428	1.100882
5446	0.005446	13.816595	994.178882	1007.995478	1.100893
5447	0.005447	13.825145	994.189384	1008.014529	1.100905
5448	0.005448	13.833699	994.199883	1008.033582	1.100917
5449	0.005449	13.842255	994.210381	1008.052636	1.100928
5450	0.005450	13.850815	994.220878	1008.071693	1.100940
5451	0.005451	13.859378	994.231372	1008.090750	1.100951
5452	0.005452	13.867944	994.241865	1008.109809	1.100963
5453	0.005453	13.876514	994.252356	1008.128870	1.100975
5454	0.005454	13.885087	994.262846	1008.147932	1.100986
5455	0.005455	13.893663	994.273334	1008.166996	1.100998
5456	0.005456	13.902242	994.283820	1008.186062	1.101010
5457	0.005457	13.910824	994.294304	1008.205129	1.101021
5458	0.005458	13.919410	994.304787	1008.224197	1.101033
5459	0.005459	13.927999	994.315268	1008.243268	1.101044
5460	0.005460	13.936592	994.325748	1008.262339	1.101056
5461	0.005461	13.945187	994.336225	1008.281412	1.101068
5462	0.005462	13.953786	994.346701	1008.300487	1.101079
5463	0.005463	13.962388	994.357176	1008.319564	1.101091
5464	0.005464	13.970993	994.367648	1008.338642	1.101102
5465	0.005465	13.979602	994.378119	1008.357721	1.101114
5466	0.005466	13.988214	994.388588	1008.376802	1.101126
5467	0.005467	13.996829	994.399056	1008.395885	1.101137
5468	0.005468	14.005447	994.409522	1008.414969	1.101149
5469	0.005469	14.014069	994.419986	1008.434054	1.101160
5470	0.005470	14.022694	994.430448	1008.453142	1.101172
5471	0.005471	14.031322	994.440909	1008.472230	1.101184
5472	0.005472	14.039953	994.451368	1008.491321	1.101195
5473	0.005473	14.048588	994.461825	1008.510413	1.101207
5474	0.005474	14.057226	994.472280	1008.529506	1.101218
5475	0.005475	14.065867	994.482734	1008.548601	1.101230
5476	0.005476	14.074511	994.493186	1008.567698	1.101241
5477	0.005477	14.083159	994.503637	1008.586796	1.101253
5478	0.005478	14.091810	994.514086	1008.605895	1.101265
5479	0.005479	14.100464	994.524533	1008.624996	1.101276
5480	0.005480	14.109121	994.534978	1008.644099	1.101288
5481	0.005481	14.117782	994.545422	1008.663203	1.101299
5482	0.005482	14.126446	994.555863	1008.682309	1.101311
5483	0.005483	14.135113	994.566304	1008.701416	1.101322
5484	0.005484	14.143783	994.576742	1008.720525	1.101334
5485	0.005485	14.152457	994.587179	1008.739636	1.101346
5486	0.005486	14.161134	994.597614	1008.758748	1.101357
5487	0.005487	14.169814	994.608047	1008.777861	1.101369
5488	0.005488	14.178498	994.618479	1008.796976	1.101380
5489	0.005489	14.187184	994.628909	1008.816093	1.101392
5490	0.005490	14.195874	994.639337	1008.835211	1.101403
5491	0.005491	14.204567	994.649763	1008.854330	1.101415
5492	0.005492	14.213264	994.660188	1008.873452	1.101426
5493	0.005493	14.221964	994.670611	1008.892574	1.101438
5494	0.005494	14.230667	994.681032	1008.911699	1.101449
5495	0.005495	14.239373	994.691452	1008.930824	1.101461
5496	0.005496	14.248082	994.701869	1008.949952	1.101473
5497	0.005497	14.256795	994.712285	1008.969080	1.101484
5498	0.005498	14.265511	994.722700	1008.988211	1.101496
5499	0.005499	14.274230	994.733112	1009.007343	1.101507
5500	0.005500	14.282953	994.743523	1009.026476	1.101519
5501	0.005501	14.291678	994.753932	1009.045611	1.101530
5502	0.005502	14.300408	994.764340	1009.064747	1.101542
5503	0.005503	14.309140	994.774746	1009.083885	1.101553
5504	0.005504	14.317875	994.785150	1009.103025	1.101565
5505	0.005505	14.326614	994.795552	1009.122166	1.101576
5506	0.005506	14.335356	994.805952	1009.141309	1.101588
5507	0.005507	14.344101	994.816351	1009.160453	1.101599
5508	0.005508	14.352850	994.826748	1009.179598	1.101611
5509	0.005509	14.361602	994.837144	1009.198745	1.101622
5510	0.005510	14.370357	994.847537	1009.217894	1.101634
5511	0.005511	14.379115	994.857929	1009.237044	1.101645
5512	0.005512	14.387877	994.868319	1009.256196	1.101657
5513	0.005513	14.396642	994.878707	1009.275349	1.101668
5514	0.005514	14.405410	994.889094	1009.294504	1.101680
5515	0.005515	14.414181	994.899479	1009.313660	1.101691
5516	0.005516	14.422956	994.909862	1009.332818	1.101703
5517	0.005517	14.431734	994.920244	1009.351977	1.101714
5518	0.005518	14.440515	994.930623	1009.371138	1.101726
5519	0.005519	14.449299	994.941001	1009.390300	1.101737
5520	0.005520	14.458087	994.951377	1009.409464	1.101749
5521	0.005521	14.466878	994.961752	1009.428629	1.101760
5522	0.005522	14.475672	994.972124	1009.447796	1.101772
5523	0.005523	14.484469	994.982495	1009.466965	1.101783
5524	0.005524	14.493270	994.992865	1009.486135	1.101795
5525	0.005525	14.502074	995.003232	1009.505306	1.101806
5526	0.005526	14.510881	995.013598	1009.524479	1.101818
5527	0.005527	14.519692	995.023962	1009.543653	1.101829
5528	0.005528	14.528505	995.034324	1009.562829	1.101841
5529	0.005529	14.537322	995.044684	1009.582007	1.101852
5530	0.005530	14.546143	995.055043	1009.601185	1.101864
5531	0.005531	14.554966	995.065400	1009.620366	1.101875
5532	0.005532	14.563793	995.075755	1009.639548	1.101887
5533	0.005533	14.572623	995.086108	1009.658731	1.101898
5534	0.005534	14.581456	995.096460	1009.677916	1.101909
5535	0.005535	14.590293	995.106810	1009.697103	1.101921
5536	0.005536	14.599132	995.117158	1009.716291	1.101932
5537	0.005537	14.607975	995.127505	1009.735480	1.101944
5538	0.005538	14.616822	995.137849	1009.754671	1.101955
5539	0.005539	14.625671	995.148192	1009.773863	1.101967
5540	0.005540	14.634524	995.158533	1009.793057	1.101978
5541	0.005541	14.643380	995.168873	1009.812253	1.101990
5542	0.005542	14.652239	995.179210	1009.831450	1.102001
5543	0.005543	14.661102	995.189546	1009.850648	1.102013
5544	0.005544	14.669968	995.199880	1009.869848	1.102024
5545	0.005545	14.678837	995.210213	1009.889050	1.102035
5546	0.005546	14.687709	995.220543	1009.908252	1.102047
5547	0.005547	14.696585	995.230872	1009.927457	1.102058
5548	0.005548	14.705464	995.241199	1009.946663	1.102070
5549	0.005549	14.714346	995.251524	1009.965870	1.102081
5550	0.005550	14.723231	995.261848	1009.985079	1.102093
5551	0.005551	14.732120	995.272169	1010.004289	1.102104
5552	0.005552	14.741012	995.282489	1010.023501	1.102116
5553	0.005553	14.749907	995.292807	1010.042715	1.102127
5554	0.005554	14.758806	995.303124	1010.061930	1.102138
5555	0.005555	14.767707	995.313439	1010.081146	1.102150
5556	0.005556	14.776612	995.323751	1010.100364	1.102161
5557	0.005557	14.785520	995.334062	1010.119583	1.102173
5558	0.005558	14.794432	995.344372	1010.138804	1.102184
5559	0.005559	14.803347	995.354679	1010.158026	1.102195
5560	0.005560	14.812265	995.364985	1010.177250	1.102207
5561	0.005561	14.821186	995.375289	1010.196475	1.102218
5562	0.005562	14.830110	995.385591	1010.215702	1.102230
5563	0.005563	14.839038	995.395892	1010.234930	1.102241
5564	0.005564	14.847969	995.406190	1010.254160	1.102253
5565	0.005565	14.856904	995.416487	1010.273391	1.102264
5566	0.005566	14.865841	995.426782	1010.292624	1.102275
5567	0.005567	14.874782	995.437076	1010.311858	1.102287
5568	0.005568	14.883726	995.447367	1010.331093	1.102298
5569	0.005569	14.892673	995.457657	1010.350330	1.102310
5570	0.005570	14.901624	995.467945	1010.369569	1.102321
5571	0.005571	14.910578	995.478231	1010.388809	1.102332
5572	0.005572	14.919535	995.488516	1010.408050	1.102344
5573	0.005573	14.928495	995.498798	1010.427293	1.102355
5574	0.005574	14.937459	995.509079	1010.446538	1.102366
5575	0.005575	14.946426	995.519358	1010.465784	1.102378
5576	0.005576	14.955396	995.529635	1010.485031	1.102389
5577	0.005577	14.964369	995.539911	1010.504280	1.102401
5578	0.005578	14.973346	995.550184	1010.523530	1.102412
5579	0.005579	14.982326	995.560456	1010.542782	1.102423
5580	0.005580	14.991309	995.570726	1010.562036	1.102435
5581	0.005581	15.000296	995.580995	1010.581290	1.102446
5582	0.005582	15.009285	995.591261	1010.600547	1.102457
5583	0.005583	15.018278	995.601526	1010.619804	1.102469
5584	0.005584	15.027274	995.611789	1010.639063	1.102480
5585	0.005585	15.036274	995.622050	1010.658324	1.102492
5586	0.005586	15.045277	995.632309	1010.677586	1.102503
5587	0.005587	15.054283	995.642567	1010.696850	1.102514
5588	0.005588	15.063292	995.652823	1010.716115	1.102526
5589	0.005589	15.072304	995.663077	1010.735381	1.102537
5590	0.005590	15.081320	995.673329	1010.754649	1.102548
5591	0.005591	15.090339	995.683579	1010.773918	1.102560
5592	0.005592	15.099362	995.693828	1010.793189	1.102571
5593	0.005593	15.108387	995.704074	1010.812462	1.102582
5594	0.005594	15.117416	995.714319	1010.831735	1.102594
5595	0.005595	15.126448	995.724563	1010.851011	1.102605
5596	0.005596	15.135483	995.734804	1010.870287	1.102616
5597	0.005597	15.144522	995.745043	1010.889565	1.102628
5598	0.005598	15.153564	995.755281	1010.908845	1.102639
5599	0.005599	15.162609	995.765517	1010.928126	1.102650
5600	0.005600	15.171657	995.775751	1010.947409	1.102662
5601	0.005601	15.180709	995.785984	1010.966693	1.102673
5602	0.005602	15.189764	995.796214	1010.985978	1.102684
5603	0.005603	15.198822	995.806443	1011.005265	1.102696
5604	0.005604	15.207884	995.816670	1011.024553	1.102707
5605	0.005605	15.216948	995.826895	1011.043843	1.102718
5606	0.005606	15.226016	995.837118	1011.063134	1.102730
5607	0.005607	15.235087	995.847339	1011.082427	1.102741
5608	0.005608	15.244162	995.857559	1011.101721	1.102752
5609	0.005609	15.253240	995.867777	1011.121017	1.102764
5610	0.005610	15.262321	995.877993	1011.140314	1.102775
5611	0.005611	15.271405	995.888207	1011.159612	1.102786
5612	0.005612	15.280492	995.898420	1011.178912	1.102798
5613	0.005613	15.289583	995.908630	1011.198213	1.102809
5614	0.005614	15.298677	995.918839	1011.217516	1.102820
5615	0.005615	15.307774	995.929046	1011.236820	1.102832
5616	0.005616	15.316875	995.939251	1011.256126	1.102843
5617	0.005617	15.325979	995.949454	1011.275433	1.102854
5618	0.005618	15.335086	995.959656	1011.294742	1.102865
5619	0.005619	15.344196	995.969855	1011.314052	1.102877
5620	0.005620	15.353310	995.980053	1011.333363	1.102888
5621	0.005621	15.362427	995.990249	1011.352676	1.102899
5622	0.005622	15.371547	996.000443	1011.371990	1.102911
5623	0.005623	15.380670	996.010636	1011.391306	1.102922
5624	0.005624	15.389797	996.020826	1011.410623	1.102933
5625	0.005625	15.398927	996.031015	1011.429942	1.102944
5626	0.005626	15.408060	996.041202	1011.449262	1.102956
5627	0.005627	15.417196	996.051387	1011.468583	1.102967
5628	0.005628	15.426336	996.061570	1011.487906	1.102978
5629	0.005629	15.435479	996.071752	1011.507231	1.102990
5630	0.005630	15.444625	996.081931	1011.526556	1.103001
5631	0.005631	15.453775	996.092109	1011.545884	1.103012
5632	0.005632	15.462927	996.102285	1011.565212	1.103023
5633	0.005633	15.472083	996.112459	1011.584542	1.103035
5634	0.005634	15.481242	996.122631	1011.603874	1.103046
5635	0.005635	15.490405	996.132802	1011.623207	1.103057
5636	0.005636	15.499571	996.142971	1011.642541	1.103068
5637	0.005637	15.508740	996.153137	1011.661877	1.103080
5638	0.005638	15.517912	996.163302	1011.681214	1.103091
5639	0.005639	15.527088	996.173465	1011.700553	1.103102
5640	0.005640	15.536266	996.183627	1011.719893	1.103113
5641	0.005641	15.545448	996.193786	1011.739234	1.103125
5642	0.005642	15.554634	996.203944	1011.758577	1.103136
5643	0.005643	15.563822	996.214099	1011.777922	1.103147
5644	0.005644	15.573014	996.224253	1011.797267	1.103158
5645	0.005645	15.582209	996.234405	1011.816615	1.103170
5646	0.005646	15.591408	996.244556	1011.835963	1.103181
5647	0.005647	15.600609	996.254704	1011.855313	1.103192
5648	0.005648	15.609814	996.264851	1011.874665	1.103203
5649	0.005649	15.619022	996.274995	1011.894018	1.103215
5650	0.005650	15.628234	996.285138	1011.913372	1.103226
5651	0.005651	15.637448	996.295279	1011.932728	1.103237
5652	0.005652	15.646666	996.305419	1011.952085	1.103248
5653	0.005653	15.655887	996.315556	1011.971443	1.103260
5654	0.005654	15.665112	996.325691	1011.990803	1.103271
5655	0.005655	15.674339	996.335825	1012.010164	1.103282
5656	0.005656	15.683570	996.345957	1012.029527	1.103293
5657	0.005657	15.692805	996.356087	1012.048891	1.103304
5658	0.005658	15.702042	996.366215	1012.068257	1.103316
5659	0.005659	15.711283	996.376341	1012.087624	1.103327
5660	0.005660	15.720527	996.386466	1012.106992	1.103338
5661	0.005661	15.729774	996.396588	1012.126362	1.103349
5662	0.005662	15.739025	996.406709	1012.145733	1.103361
5663	0.005663	15.748278	996.416828	1012.165106	1.103372
5664	0.005664	15.757535	996.426945	1012.184480	1.103383
5665	0.005665	15.766796	996.437060	1012.203856	1.103394
5666	0.005666	15.776059	996.447173	1012.223232	1.103405
5667	0.005667	15.785326	996.457285	1012.242611	1.103417
5668	0.005668	15.794596	996.467394	1012.261990	1.103428
5669	0.005669	15.803869	996.477502	1012.281371	1.103439
5670	0.005670	15.813146	996.487608	1012.300754	1.103450
5671	0.005671	15.822426	996.497712	1012.320138	1.103461
5672	0.005672	15.831709	996.507814	1012.339523	1.103472
5673	0.005673	15.840995	996.517914	1012.358910	1.103484
5674	0.005674	15.850285	996.528013	1012.378298	1.103495
5675	0.005675	15.859578	996.538109	1012.397687	1.103506
5676	0.005676	15.868874	996.548204	1012.417078	1.103517
5677	0.005677	15.878173	996.558297	1012.436470	1.103528
5678	0.005678	15.887476	996.568388	1012.455864	1.103540
5679	0.005679	15.896782	996.578477	1012.475259	1.103551
5680	0.005680	15.906091	996.588564	1012.494655	1.103562
5681	0.005681	15.915404	996.598650	1012.514053	1.103573
5682	0.005682	15.924719	996.608733	1012.533452	1.103584
5683	0.005683	15.934038	996.618815	1012.552853	1.103595
5684	0.005684	15.943360	996.628895	1012.572255	1.103607
5685	0.005685	15.952686	996.638973	1012.591658	1.103618
5686	0.005686	15.962015	996.649049	1012.611063	1.103629
5687	0.005687	15.971347	996.659123	1012.630469	1.103640
5688	0.005688	15.980682	996.669195	1012.649877	1.103651
5689	0.005689	15.990020	996.679266	1012.669286	1.103662
5690	0.005690	15.999362	996.689334	1012.688696	1.103674
5691	0.005691	16.008707	996.699401	1012.708108	1.103685
5692	0.005692	16.018055	996.709466	1012.727521	1.103696
5693	0.005693	16.027407	996.719529	1012.746936	1.103707
5694	0.005694	16.036762	996.729590	1012.766352	1.103718
5695	0.005695	16.046120	996.739649	1012.785769	1.103729
5696	0.005696	16.055481	996.749706	1012.805187	1.103740
5697	0.005697	16.064846	996.759762	1012.824607	1.103752
5698	0.005698	16.074214	996.769815	1012.844029	1.103763
5699	0.005699	16.083585	996.779867	1012.863452	1.103774
5700	0.005700	16.092959	996.789917	1012.882876	1.103785
5701	0.005701	16.102337	996.799965	1012.902301	1.103796
5702	0.005702	16.111717	996.810011	1012.921728	1.103807
5703	0.005703	16.121102	996.820055	1012.941157	1.103818
5704	0.005704	16.130489	996.830097	1012.960586	1.103829
5705	0.005705	16.139880	996.840138	1012.980017	1.103841
5706	0.005706	16.149273	996.850176	1012.999450	1.103852
5707	0.005707	16.158671	996.860213	1013.018884	1.103863
5708	0.005708	16.168071	996.870248	1013.038319	1.103874
5709	0.005709	16.177475	996.880281	1013.057755	1.103885
5710	0.005710	16.186882	996.890312	1013.077193	1.103896
5711	0.005711	16.196292	996.900341	1013.096633	1.103907
5712	0.005712	16.205705	996.910368	1013.116073	1.103918
5713	0.005713	16.215122	996.920393	1013.135515	1.103929
5714	0.005714	16.224542	996.930417	1013.154959	1.103941
5715	0.005715	16.233965	996.940439	1013.174404	1.103952
5716	0.005716	16.243392	996.950458	1013.193850	1.103963
5717	0.005717	16.252821	996.960476	1013.213297	1.103974
