Step	Time	Epot	Ekin	Etot	T
240	2.400000	-9.130808	6049.296318	6040.165510	1.000332
241	2.410000	-9.058399	6049.038291	6039.979892	1.000310
242	2.420000	-8.774705	6048.614100	6039.839395	1.000248
243	2.430000	-8.451463	6048.196885	6039.745422	1.000169
244	2.440000	-8.240247	6047.912841	6039.672594	1.000108
245	2.450000	-8.080114	6047.690802	6039.610687	1.000071
246	2.460000	-7.795700	6047.390680	6039.594980	1.000032
247	2.470000	-7.519341	6047.164310	6039.644969	0.999975
248	2.480000	-7.751193	6047.430465	6039.679272	0.999963
249	2.490000	-8.635375	6048.235990	6039.600615	1.000065
250	2.500000	-9.605924	6049.031334	6039.425411	1.000226
251	2.510000	-10.053324	6049.273332	6039.220008	1.000329
252	2.520000	-9.803419	6048.852623	6039.049204	1.000310
253	2.530000	-9.078738	6048.045065	6038.966328	1.000190
254	2.540000	-8.354856	6047.329695	6038.974839	1.000040
255	2.550000	-8.092832	6047.106941	6039.014109	0.999947
256	2.560000	-8.384163	6047.405491	6039.021328	0.999958
257	2.570000	-8.949274	6047.928306	6038.979031	1.000040
258	2.580000	-9.477559	6048.372150	6038.894592	1.000130
259	2.590000	-9.826577	6048.609777	6038.783201	1.000190
260	2.600000	-9.996579	6048.657759	6038.661180	1.000212
261	2.610000	-10.044128	6048.585425	6038.541297	1.000207
262	2.620000	-10.022889	6048.453816	6038.430927	1.000187
263	2.630000	-9.960416	6048.294915	6038.334498	1.000161
264	2.640000	-9.863455	6048.118428	6038.254973	1.000131
265	2.650000	-9.730533	6047.926352	6038.195819	1.000099
266	2.660000	-9.565516	6047.723048	6038.157532	1.000064
267	2.670000	-9.376309	6047.518116	6038.141806	1.000028
268	2.680000	-9.177976	6047.324869	6038.146892	0.999993
269	2.690000	-8.983426	6047.155031	6038.171606	0.999961
270	2.700000	-8.803731	6047.016292	6038.212561	0.999934
271	2.710000	-8.647505	6046.913922	6038.266417	0.999912
272	2.720000	-8.521530	6046.850301	6038.328771	0.999898
273	2.730000	-8.430488	6046.826790	6038.396302	0.999890
274	2.740000	-8.379394	6046.843034	6038.463640	0.999889
275	2.750000	-8.370982	6046.898119	6038.527136	0.999895
276	2.760000	-8.407623	6046.990569	6038.582946	0.999908
277	2.770000	-8.489691	6047.116717	6038.627026	0.999927
278	2.780000	-8.614489	6047.270031	6038.655542	0.999951
279	2.790000	-8.773317	6047.437517	6038.664200	0.999980
280	2.800000	-8.934681	6047.588027	6038.653346	1.000010
281	2.810000	-9.035538	6047.659717	6038.624179	1.000033
282	2.820000	-8.954534	6047.540004	6038.585470	1.000036
283	2.830000	-8.486725	6047.052667	6038.565942	0.999994
284	2.840000	-7.389922	6046.020002	6038.630080	0.999872
285	2.850000	-5.647345	6044.524377	6038.877032	0.999648
286	2.860000	-3.921297	6043.250223	6039.328926	0.999376
287	2.870000	-3.304833	6043.116084	6039.811251	0.999227
288	2.880000	-4.077709	6044.255429	6040.177719	0.999325
289	2.890000	-5.661036	6046.046051	6040.385015	0.999600
290	2.900000	-7.425902	6047.832313	6040.406412	0.999927
291	2.910000	-8.908462	6049.185775	6040.277314	1.000207
292	2.920000	-9.921537	6049.973712	6040.052175	1.000391
293	2.930000	-10.525469	6050.301257	6039.775788	1.000481
294	2.940000	-10.868128	6050.348672	6039.480544	1.000507
295	2.950000	-11.076270	6050.261632	6039.185362	1.000499
296	2.960000	-11.226191	6050.125612	6038.899421	1.000477
297	2.970000	-11.349655	6049.975493	6038.625838	1.000451
298	2.980000	-11.442712	6049.808244	6038.365533	1.000425
299	2.990000	-11.469292	6049.592295	6038.123002	1.000393
300	3.000000	-11.375631	6049.281174	6037.905543	1.000350
301	3.010000	-11.103913	6048.832104	6037.728192	1.000287
302	3.020000	-10.632376	6048.244073	6037.611697	1.000197
303	3.030000	-10.039647	6047.610970	6037.571323	1.000087
304	3.040000	-9.542746	6047.142616	6037.599870	0.999983
305	3.050000	-9.427147	6047.079874	6037.652727	0.999929
306	3.060000	-9.841533	6047.509675	6037.668142	0.999960
307	3.070000	-10.662219	6048.266201	6037.603982	1.000072
308	3.080000	-11.582804	6049.038227	6037.455423	1.000215
309	3.090000	-12.316852	6049.560917	6037.244064	1.000335
310	3.100000	-12.713622	6049.718476	6037.004854	1.000397
311	3.110000	-12.768429	6049.544305	6036.775875	1.000393
312	3.120000	-12.608760	6049.193716	6036.584955	1.000341
313	3.130000	-12.465993	6048.900720	6036.434727	1.000276
314	3.140000	-12.580535	6048.875830	6036.295294	1.000242
